Page,URL,Topic,Question,Answer,Label
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,,"Decision 1/CP.16, para. 70, and decision 1/CP.13, para. 1(b)(iii).[3]",r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,,"Governing Instrument for the Green Climate Fund, paras. 29–30.[4]",r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,,"Decision 1/CP.21, para. 46.[5]",r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund in 2022 with regard to accredited entities?,"The total number of accredited entities is 114, of which 72 are direct access entities.[6]",r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund in 2022 with regard to the Readiness and preparatory Support programme?,The GCF Board provided continued support under the Readiness and Preparatory,r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,,Support Programme for enhancing support for technology development and transfer and capacity-building.[7],r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund in 2022 with regard to the total number of approved grants?,The total number of approved grants increased to 87 which demonstrated readiness.[8],r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund in 2022 with regard to the approval process?,Was approved a Simplified Approval process.[9],r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund with regard to the funding level per proposal?,The Green Climate Fund funding increased to SD 25 M per proposal.[10],r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund with regard to the accreditation framework?,An updated accreditation framework was adopted. This includes a project-specific assessment approach which is complementary to the insitutional accreditation process.[11],r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund with regard to the accreditation strategy?,An accreditation strategy is adopted.[12],r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,"What is the recognized progress under the Green Climate Fund with regard to the guidance on vision, approach and scope?","Decisions about the guidance on the GCF vision, approach and scope  are adopted.[13]",r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund with regard to the impact potential of mitigation and adaptation?,Decisions were taken for demonstrating the impact potential of mitigation and adaptation activities.[14],r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund with regard to the Private Sector?,Is adopted a Private Sector Strategy.[15],r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund with regard to currency fluctuations?,A policy for minimizing the effect of currency fluctuations is adopted.[16],r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund with regard to results management?,The framework for integrated results management is made operational.[17],r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund with regard to Indigenous People?,The Indigenous People Advisory Group is made operational.[18],r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund with regard to collaborations?,"Collaboration of GCF with the Adaptation Committee, the Climate Technology Centre and network, the lease Developed Countries Group and the Technology Executive Committee.[19]",r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund with regard to future plans?,The Fund is in the process to develop the Strategic Plan of the Green Climate Fund for 2024–2027.[20],r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the recognized progress under the Green Climate Fund with regard to replenishment?,The second replenishment of the Green Climate Fund  for the period 1 January 2024 to 31 December 2027 is launched.[1],r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,What is the Green Climate Fund board requested to do with reference to projects' consistency?,The GFC board is requested to ensure that the conditions it applies to projects are not inconsistent with approved policies and procedures.[2],r
